date,method,comparison,cash_cost_yuan,contract_cost_yuan,emergency_cost_yuan,contract_kwh,base_contract_kwh,risk_reserve_kwh,expected_emergency_cost_yuan,emergency_kwh,emergency_slots,emergency_events,unused_contract_kwh,pv_curtailed_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,runtime_seconds,max_balance_residual_kwh,simultaneous_flow_slots,sigma_factor,achieved_daily_sigma_ratio
2025-02-06,greedy,error_scaled_frozen_contract_and_soc,58974.03607680656,58974.03607680656,0.0,92802.98276806748,88839.82339822622,3963.1593698412707,3251.412147611388,0.0,0,0,6324.162438815409,0.0,22380.552046188917,18128.247157413025,10800.0,10800.0,1720.6977341269862,10800.0,0.0002632999967318028,2.2737367544323206e-13,0,0.5,0.49999999999999994
2025-02-06,mpc,error_scaled_frozen_contract_and_soc,59358.78738442739,58974.03607680656,384.75130762083654,92802.98276806748,88839.82339822622,3963.1593698412707,3251.412147611388,71.69672380952437,10,7,6054.298497366241,191.86469404761942,23168.428648352372,18766.427788365407,10800.0,10799.999352000017,1497.4701566356655,10800.0,1.0881171000073664,1.1368683772161603e-13,0,0.5,0.49999999999999994
2025-02-07,greedy,error_scaled_frozen_contract_and_soc,24137.83848105902,24137.83848105902,0.0,45454.33012959417,42149.74573197513,3304.5843976190476,1942.5968872038493,0.0,0,0,3635.073509856251,3140.7650187445724,19287.916233298343,15623.21214897166,10800.0,10800.0,1628.8009470899456,10800.0,0.00033310000435449183,2.2737367544323206e-13,0,0.5,0.49999999999999994
2025-02-07,mpc,error_scaled_frozen_contract_and_soc,25121.2116915989,24137.83848105902,983.373210539879,45454.33012959417,42149.74573197513,3304.5843976190476,1942.5968872038493,163.89076071428542,15,5,4420.26075956788,2446.4515206319866,19672.21935074692,15934.498257304995,10800.0,10799.999352000017,1638.8583518373746,10800.0,1.0447206999961054,2.2737367544323206e-13,0,0.5,0.49999999999999994
2025-02-08,greedy,error_scaled_frozen_contract_and_soc,22024.09795129196,22024.09795129196,0.0,41292.83964174117,38070.79812507451,3222.041516666666,1927.9955428724606,0.0,0,0,2215.7709476484424,2502.597293198991,19736.6576174859,15986.692670163584,10800.0,10800.0,1698.2620460714306,10800.0,0.00031210000452119857,1.1368683772161603e-13,0,0.5,0.5
2025-02-08,mpc,error_scaled_frozen_contract_and_soc,23260.464966233623,22024.09795129196,1236.3670149416666,41292.83964174117,38070.79812507451,3222.041516666666,1927.9955428724606,216.05112142857143,22,8,2381.512810963251,2531.9204883092116,19942.75727394182,16171.806263615965,10800.0,10779.807920307674,1390.7116383888858,10800.0,0.9395416000043042,2.2737367544323206e-13,0,0.5,0.5
2025-02-09,greedy,error_scaled_frozen_contract_and_soc,54660.206416058216,54660.206416058216,0.0,86989.37612125189,83759.9018950614,3229.4742261904767,1884.7776228023413,0.0,0,0,3224.6592207965978,0.0,23215.189244250912,18804.30328784325,10800.0,10800.0,1594.6221693121724,10800.0,0.000385499995900318,2.2737367544323206e-13,0,0.5,0.5
2025-02-09,mpc,error_scaled_frozen_contract_and_soc,56075.25308450464,54660.206416058216,1415.046668446424,86989.37612125189,83759.9018950614,3229.4742261904767,1884.7776228023413,288.8530511904753,23,9,3475.4605038273503,60.0886226190475,23135.840549315402,18746.991447367058,10800.0,10792.265997309352,1405.5282317571618,10800.0,1.011598099998082,2.2737367544323206e-13,0,0.5,0.5
2025-02-10,greedy,error_scaled_frozen_contract_and_soc,55464.29518743896,55464.29518743896,0.0,88081.68848907827,84862.71942717349,3218.969061904762,1904.2355526711904,0.0,0,0,6557.796291843031,123.97905371840206,21655.946588685096,17541.31673683493,10800.0,10800.0,1536.3942063492063,10800.0,0.0004107999993721023,2.2737367544323206e-13,0,0.5,0.5000000000000001
2025-02-10,mpc,error_scaled_frozen_contract_and_soc,55873.696674986575,55464.29518743896,409.40148754761833,88081.68848907827,84862.71942717349,3218.969061904762,1904.2355526711904,68.64697857142849,7,5,5715.364986562253,746.2281047619042,23204.621838160467,18801.162753501594,10800.0,10793.978817120427,1470.796755941998,10800.0,0.987729100001161,2.2737367544323206e-13,0,0.5,0.5000000000000001
2025-02-11,greedy,error_scaled_frozen_contract_and_soc,54034.25592924765,54034.25592924765,0.0,86206.0136975367,83063.51654991765,3142.4971476190467,1917.0786876211912,0.0,0,0,5071.536279453263,24.766772251615343,22266.177290092353,18035.603604974807,10800.0,10800.0,1463.977278399473,10800.0,0.0004087999986950308,2.2737367544323206e-13,0,0.5,0.5
2025-02-11,mpc,error_scaled_frozen_contract_and_soc,54923.485946720866,54034.25592924765,889.2300174732138,86206.0136975367,83063.51654991765,3142.4971476190467,1917.0786876211912,138.6170392857143,17,7,4960.310126856441,173.32384187957007,22799.26521353741,18467.405406165286,10800.0,10799.999352000017,1502.9501254111128,10800.0,1.1108983000012813,2.2737367544323206e-13,0,0.5,0.5
2025-02-12,greedy,error_scaled_frozen_contract_and_soc,53691.68372683104,53691.68372683104,0.0,85684.89044096171,82621.07465048552,3063.8157904761892,1921.1290865783344,0.0,0,0,4648.500713580246,160.87843333333353,22019.85645363681,17836.083727445817,10800.0,10800.0,1554.432493055553,10800.0,0.0003201999934390187,2.2737367544323206e-13,0,0.5,0.5
2025-02-12,mpc,error_scaled_frozen_contract_and_soc,54443.362380335806,53691.68372683104,751.6786535047643,85684.89044096171,82621.07465048552,3063.8157904761892,1921.1290865783344,138.02853452380987,14,7,4607.456449122712,217.20547142857185,22673.687727618155,18367.169240541058,10800.0,10798.35313203294,1419.6626431264654,10800.0,1.0603229999978794,2.2737367544323206e-13,0,0.5,0.5
2025-02-13,greedy,error_scaled_frozen_contract_and_soc,53405.28797412094,53405.28797412094,0.0,85149.40167694942,82122.20548885418,3027.1961880952376,1902.33345955,0.0,0,0,6474.720487889474,256.13442619047623,20587.60375194458,16675.95903907511,10800.0,10800.0,1516.3934472751328,10800.0,0.0004692000075010583,2.2737367544323206e-13,0,0.5,0.5000000000000001
2025-02-13,mpc,error_scaled_frozen_contract_and_soc,54159.88060640071,53405.28797412094,754.5926322797636,85149.40167694942,82122.20548885418,3027.1961880952376,1902.33345955,117.60848333333361,11,6,5615.363399560965,907.7207176465399,22300.129348817023,18063.10535574178,10800.0,10799.999352000017,1517.2569703294598,10800.0,0.9595135000126902,2.2737367544323206e-13,0,0.5,0.5000000000000001
