date,method,comparison,cash_cost_yuan,contract_cost_yuan,emergency_cost_yuan,contract_kwh,base_contract_kwh,risk_reserve_kwh,expected_emergency_cost_yuan,emergency_kwh,emergency_slots,emergency_events,unused_contract_kwh,pv_curtailed_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,runtime_seconds,max_balance_residual_kwh,simultaneous_flow_slots
2025-11-07,mpc,frozen_paired_same_contract_soc_information,27830.799565792215,23201.977672113644,4628.8218936785715,40894.91995371149,33849.13344180673,7045.786511904762,2095.518512562381,949.5880952380953,35,12,5524.674263469074,9354.296420815053,19573.204039525397,15926.128458193267,10800.0,10720.185348691452,1608.4168362821395,10800.0,1.127862900000764,1.1368683772161603e-13,0
2025-11-08,greedy,frozen_paired_same_contract_soc_information,23087.36619097064,23087.36619097064,0.0,40927.10582241693,33867.98656289312,7059.119259523808,2091.0191038889293,0.0,0,0,3827.3041998530275,9479.528275882163,20152.980245693376,16323.913999011638,10800.0,10800.0,1621.9881256349208,10800.0,0.0008631000091554597,1.1368683772161603e-13,0
2025-11-08,mpc,frozen_paired_same_contract_soc_information,25872.709554749214,23087.36619097064,2785.343363778573,40927.10582241693,33867.98656289312,7059.119259523808,2091.0191038889293,565.663516666667,33,12,4696.34119500207,9287.563010601483,19674.717572967875,15957.05953948783,10800.0,10777.179660684607,1511.7471159756399,10800.0,1.0986103000032017,1.1368683772161603e-13,0
2025-11-09,greedy,frozen_paired_same_contract_soc_information,51157.004457432406,51157.004457432406,0.0,80803.58510356687,73798.72309642403,7004.862007142856,2113.0129793736905,0.0,0,0,4624.235236860668,785.2937166666668,21301.257719506386,17254.01875280017,10800.0,10800.0,1610.788840026455,10800.0,0.00024839999969117343,2.2737367544323206e-13,0
2025-11-09,mpc,frozen_paired_same_contract_soc_information,59249.27969784153,51157.004457432406,8092.275240409124,80803.58510356687,73798.72309642403,7004.862007142856,2113.0129793736905,1514.5619825323504,31,16,6695.746426932168,563.6693666666665,19743.52678419679,16031.612675029723,10800.0,10756.271133521865,1223.6814074074082,10800.0,1.1714494000043487,2.2737367544323206e-13,0
2025-11-10,greedy,frozen_paired_same_contract_soc_information,51275.0592642404,51275.0592642404,0.0,81209.23184548825,74142.63040501205,7066.601440476191,2064.075010091587,0.0,0,0,2911.2239866842915,203.77824999999984,22293.613204231286,18057.82669542734,10800.0,10800.0,1274.9595523015873,10800.0,0.0007229000038933009,1.1368683772161603e-13,0
2025-11-10,mpc,frozen_paired_same_contract_soc_information,64342.26873841092,51275.0592642404,13067.209474170522,81209.23184548825,74142.63040501205,7066.601440476191,2064.075010091587,2406.4249990571507,48,15,5972.8729000102385,98.39883333333341,19418.814348048196,15732.872336846376,10800.0,10795.96365008073,1216.3692777777783,10800.0,1.1141459999926155,2.2737367544323206e-13,0
2025-11-11,greedy,frozen_paired_same_contract_soc_information,51647.47538256731,51647.47538256731,0.0,81396.35070349099,74287.4566582529,7108.894045238096,2045.2043706457139,0.0,0,0,5390.26700419645,426.71609999999976,21159.7259611993,17139.37802857143,10800.0,10800.0,1682.4154100529083,10800.0,0.0008396000048378482,1.1368683772161603e-13,0
2025-11-11,mpc,frozen_paired_same_contract_soc_information,58901.46099950337,51647.47538256731,7253.9856169360655,81396.35070349099,74287.4566582529,7108.894045238096,2045.2043706457139,1375.068413371815,32,12,7011.708248589688,471.74301666666656,19785.720209663203,16056.772024723425,10800.0,10766.290383448635,1237.6650555555539,10800.0,1.205754499998875,2.2737367544323206e-13,0
2025-11-12,greedy,frozen_paired_same_contract_soc_information,52070.02784968399,52070.02784968399,0.0,82249.26798134524,75158.09974086905,7091.1682404761905,2035.7392990665073,0.0,0,0,6779.040883326433,501.9881188487569,21117.11173247399,17104.86050330393,10800.0,10800.0,1406.632270873017,10800.0,0.00039909999759402126,2.2737367544323206e-13,0
